Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Джимми Марин;Оренбург;214;47;АП П;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;17.00;82 %;1.00;100 %;4.00;50 %;2.00;100 %;-;-;-;-;1.00;100 %;5.00;60 %;3.00;-;-;-;-;1.00;8.00;38 %;1.00;100 %;7.00;29 %;2.00;50 %;2.00;50 %;-;-;-;-;1.00;1.00;1;1.00;1.00;-;28.00;20.00;71 %;-;-;-;-;0.45;-;-;-;0.45;1.66;-1.21;-;-;14.00;1.00;2.00;2.00;-;-;1.00;3.00;3.00;1.00;2.00;1.00;1.00;-;-
Гильермо Томас Сото Арредондо;Балтика;238;47;ЗП П;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;23.00;70 %;1.00;100 %;3.00;33 %;7.00;43 %;1.00;0 %;1.00;0 %;5.00;60 %;3.00;33 %;5.00;1.00;-;4.00;2.00;1.00;4.00;50 %;1.00;100 %;3.00;33 %;-;-;2.00;50 %;-;-;1.00;100 %;4.00;3.00;1;1.00;1.00;-;35.00;26.00;74 %;-;-;-;-;-;-;-;-;0.21;1.25;-1.04;-;-;16.00;1.00;1.00;3.00;-;-;3.00;1.00;2.00;1.00;1.00;-;1.00;-;1.00
Лукас Вера;Оренбург;206;47;П ЛЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;22.00;82 %;1.00;0 %;2.00;50 %;4.00;75 %;2.00;100 %;-;-;2.00;100 %;2.00;0 %;3.00;1.00;1.00;1.00;-;1.00;5.00;60 %;2.00;50 %;3.00;67 %;-;-;1.00;100 %;-;-;2.00;50 %;2.00;4.00;1;1.00;1.00;-;35.00;28.00;80 %;-;-;-;-;-;-;-;-;0.45;1.66;-1.21;-;-;18.00;-;1.00;3.00;2.00;-;2.00;-;3.00;1.00;2.00;-;1.00;-;1.00
Илья Ишков;Урал Екатеринбург;181;46;П П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;10.00;60 %;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;100 %;3.00;-;1.00;1.00;1.00;-;1.00;0 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;3.00;1;1.00;1.00;-;15.00;9.00;60 %;-;-;-;-;-;-;-;-;-;0.13;-0.13;-;-;6.00;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-
Артур Юсупов;Сочи;193;46;АП ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;25.00;84 %;-;-;-;-;5.00;60 %;-;-;-;-;-;-;3.00;33 %;6.00;2.00;1.00;1.00;-;2.00;12.00;33 %;5.00;60 %;7.00;14 %;-;-;-;-;-;-;5.00;60 %;1.00;2.00;1;1.00;1.00;-;43.00;30.00;70 %;-;-;-;-;-;-;-;-;0.13;0.53;-0.40;-;-;21.00;-;-;3.00;-;-;-;1.00;4.00;3.00;1.00;-;-;-;3.00
Вячеслав Литвинов;Сочи;194;44;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;28.00;96 %;-;-;-;-;2.00;50 %;1.00;0 %;-;-;1.00;0 %;-;-;2.00;-;1.00;2.00;-;-;9.00;56 %;4.00;50 %;5.00;60 %;2.00;100 %;2.00;50 %;1.00;0 %;1.00;0 %;2.00;2.00;1;-;-;1.00;42.00;36.00;86 %;-;-;-;-;-;-;-;-;0.41;0.14;0.27;-;-;27.00;-;-;1.00;-;-;-;-;5.00;2.00;3.00;2.00;1.00;-;-
Максим Глушенков;Локомотив Москва;290;42;АП Ц;1.00;1.00;2.00;1.00;50 %;2.00;-;-;-;-;1.00;-;-;2.00;1.00;0.19;15.00;93 %;2.00;100 %;1.00;100 %;3.00;100 %;2.00;100 %;-;-;1.00;100 %;3.00;100 %;5.00;2.00;-;2.00;-;1.00;9.00;44 %;3.00;67 %;6.00;33 %;1.00;100 %;4.00;25 %;1.00;0 %;2.00;100 %;-;5.00;1;-;-;1.00;33.00;26.00;79 %;50 %;1.00;-;-;0.47;0.10;0.19;5.26;0.49;0.70;-0.21;-;-;14.00;2.00;1.00;3.00;2.00;-;1.00;3.00;4.00;2.00;2.00;1.00;1.00;-;2.00
Дмитрий Воробьёв;Оренбург;165;42;Ф Ц;-;-;1.00;-;0 %;-;-;2.00;-;-;-;-;-;1.00;-;0.18;7.00;71 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;4.00;1.00;-;1.00;-;1.00;7.00;29 %;2.00;0 %;5.00;40 %;4.00;0 %;-;-;-;-;-;-;1.00;1.00;1;-;-;1.00;18.00;10.00;56 %;0 %;1.00;-;-;-;0.18;-;0.00;0.80;0.46;0.34;0.25;0.25;5.00;-;-;2.00;-;-;-;-;2.00;-;2.00;-;-;-;-
Артур Галоян;Балтика;243;40;П ЛЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.02;11.00;91 %;-;-;-;-;4.00;75 %;2.00;50 %;1.00;0 %;1.00;0 %;2.00;100 %;2.00;-;1.00;2.00;-;2.00;11.00;64 %;3.00;67 %;8.00;63 %;1.00;100 %;4.00;75 %;2.00;100 %;3.00;67 %;1.00;-;1;-;-;1.00;27.00;20.00;74 %;0 %;1.00;-;-;-;0.02;-;0.00;0.04;0.15;-0.11;0.01;0.01;10.00;-;-;3.00;1.00;-;-;2.00;7.00;2.00;5.00;1.00;3.00;2.00;2.00
Николоз Кутателадзе;Пари Нижний Новгород;167;38;Ф ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;7.00;86 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;2.00;-;-;1.00;-;2.00;9.00;22 %;-;-;9.00;22 %;2.00;50 %;2.00;0 %;1.00;0 %;-;-;1.00;-;1;-;-;1.00;19.00;11.00;58 %;-;-;-;-;0.02;-;-;-;0.46;0.80;-0.34;-;-;6.00;-;-;1.00;1.00;-;-;-;2.00;-;2.00;1.00;-;-;-
Хуан Мануэль Бозелли Граф;Пари Нижний Новгород;266;38;Ф ПЦ;1.00;-;1.00;1.00;100 %;2.00;-;1.00;-;-;-;-;-;3.00;2.00;0.07;10.00;90 %;1.00;100 %;1.00;100 %;3.00;100 %;1.00;100 %;-;-;2.00;100 %;2.00;50 %;2.00;1.00;-;1.00;1.00;5.00;12.00;50 %;4.00;50 %;8.00;50 %;3.00;100 %;2.00;50 %;1.00;0 %;2.00;100 %;-;3.00;1;-;-;1.00;33.00;25.00;76 %;67 %;-;1.00;-;0.39;0.02;0.07;14.29;0.46;0.80;-0.34;-;-;9.00;1.00;1.00;3.00;1.00;-;2.00;1.00;6.00;2.00;4.00;3.00;1.00;-;2.00
Дмитрий Иванисеня;Крылья Советов;183;37;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;100 %;-;-;-;-;2.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;4.00;25 %;3.00;0 %;1.00;100 %;1.00;0 %;1.00;100 %;1.00;100 %;2.00;0 %;1.00;-;1;-;-;1.00;11.00;8.00;73 %;-;-;-;-;-;-;-;-;0.14;0.41;-0.27;0.02;0.02;6.00;-;-;2.00;1.00;-;1.00;-;1.00;-;1.00;-;1.00;1.00;-
Владислав Шитов;Крылья Советов;216;37;АП ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;6.00;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;5.00;60 %;4.00;50 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;3.00;33 %;1.00;2.00;1;-;-;1.00;15.00;11.00;73 %;-;-;-;-;-;-;-;-;0.14;0.41;-0.27;0.06;0.06;5.00;-;-;-;-;-;-;-;3.00;2.00;1.00;1.00;1.00;-;1.00
Писарский;Крылья Советов;170;37;Ф Ц;-;-;-;-;-;-;1.00;3.00;-;-;-;-;-;-;-;-;5.00;60 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;2.00;-;1.00;-;1.00;13.00;31 %;1.00;100 %;12.00;25 %;4.00;25 %;1.00;100 %;-;-;-;-;-;1.00;1;-;-;1.00;20.00;9.00;45 %;-;-;-;-;-;-;-;-;0.14;0.41;-0.27;-;-;3.00;-;-;-;-;-;-;-;4.00;1.00;3.00;1.00;1.00;-;-
Кирилл Заика;Сочи;188;37;ЗП П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;16.00;69 %;-;-;4.00;0 %;-;-;-;-;-;-;-;-;5.00;20 %;2.00;-;-;-;-;2.00;3.00;0 %;-;-;3.00;0 %;2.00;0 %;-;-;-;-;-;-;1.00;1.00;1;-;-;1.00;23.00;15.00;65 %;-;-;-;-;-;-;-;-;0.41;0.14;0.27;-;-;11.00;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-
Эрик Космин Бикфалви;Урал Екатеринбург;178;36;Ф ЛЦ;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;1.00;-;0.39;5.00;80 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;6.00;1.00;-;-;-;-;12.00;42 %;2.00;50 %;10.00;40 %;5.00;20 %;-;-;-;-;-;-;2.00;-;1;-;-;1.00;20.00;11.00;55 %;0 %;1.00;-;-;0.13;0.39;-;0.00;1.23;0.55;0.68;-;-;4.00;-;1.00;-;-;-;-;1.00;5.00;1.00;4.00;1.00;-;-;-
Виктор Алехандро Давила Савала;ЦСКА Москва;236;32;АП ПЦ;-;1.00;-;-;-;1.00;-;3.00;-;-;-;-;-;-;-;-;14.00;64 %;2.00;50 %;2.00;0 %;3.00;33 %;-;-;-;-;-;-;-;-;2.00;-;-;2.00;1.00;1.00;7.00;57 %;4.00;75 %;3.00;33 %;3.00;33 %;-;-;-;-;-;-;2.00;5.00;1;-;-;1.00;29.00;21.00;72 %;-;-;-;-;0.40;-;-;-;0.85;0.83;0.02;-;-;9.00;1.00;-;1.00;-;-;-;-;4.00;3.00;1.00;1.00;-;-;-
Константин Кучаев;ЦСКА Москва;183;32;ЗП ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;11.00;64 %;1.00;0 %;-;-;2.00;50 %;-;-;-;-;2.00;50 %;1.00;0 %;3.00;-;-;-;-;3.00;6.00;33 %;2.00;50 %;4.00;25 %;2.00;0 %;2.00;50 %;1.00;0 %;1.00;100 %;5.00;3.00;1;-;-;1.00;28.00;20.00;71 %;-;-;-;-;-;-;-;-;0.85;0.83;0.02;0.47;0.23;7.00;-;-;1.00;-;-;1.00;-;2.00;1.00;1.00;-;1.00;-;1.00
Иван Сергеев;Зенит;177;32;Ф ПЦ;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;1.00;-;0.12;4.00;75 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;2.00;-;1.00;-;-;1.00;5.00;40 %;-;-;5.00;40 %;2.00;50 %;2.00;50 %;1.00;100 %;-;-;-;2.00;1;-;-;1.00;14.00;8.00;57 %;0 %;1.00;-;-;-;0.12;-;0.00;0.30;0.38;-0.08;-;-;3.00;-;-;1.00;-;-;1.00;-;2.00;-;2.00;1.00;1.00;1.00;-
Дмитрий Скопинцев;Динамо Москва;211;30;ЗП Л;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;2.00;1.00;0.44;14.00;86 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;2.00;-;-;1.00;1.00;2.00;6.00;50 %;3.00;67 %;3.00;33 %;-;-;2.00;50 %;2.00;50 %;3.00;67 %;2.00;3.00;1;-;-;1.00;29.00;23.00;79 %;50 %;-;1.00;-;0.02;0.22;-;0.00;0.72;0.33;0.39;-;-;12.00;-;-;1.00;-;-;1.00;-;3.00;2.00;1.00;-;1.00;1.00;2.00
Светослав Светозаров Ковачев;ФК Ахмат;192;30;АП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.00;75 %;-;-;-;-;1.00;0 %;1.00;0 %;-;-;1.00;0 %;1.00;0 %;3.00;1.00;-;1.00;-;-;8.00;38 %;3.00;33 %;5.00;40 %;3.00;33 %;-;-;-;-;2.00;50 %;1.00;2.00;1;-;-;1.00;19.00;12.00;63 %;-;-;-;-;-;-;-;-;0.15;0.04;0.11;-;-;6.00;-;-;-;-;-;-;-;3.00;1.00;2.00;1.00;-;-;1.00
Антон Зиньковский;Спартак Москва;220;30;АП П;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;21.00;90 %;1.00;100 %;1.00;0 %;4.00;100 %;1.00;100 %;-;-;1.00;100 %;4.00;75 %;2.00;-;-;1.00;-;2.00;7.00;43 %;4.00;50 %;3.00;33 %;1.00;0 %;3.00;33 %;3.00;33 %;-;-;2.00;2.00;1;-;-;1.00;36.00;30.00;83 %;-;-;-;-;-;-;-;-;0.33;0.72;-0.39;-;-;19.00;1.00;-;4.00;1.00;-;1.00;3.00;3.00;2.00;1.00;-;1.00;1.00;-
Роман Зобнин;Спартак Москва;242;30;П ЛЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;19.00;95 %;1.00;100 %;-;-;2.00;100 %;-;-;-;-;3.00;100 %;1.00;100 %;-;-;-;4.00;-;3.00;8.00;75 %;5.00;80 %;3.00;67 %;1.00;0 %;2.00;50 %;2.00;50 %;2.00;100 %;1.00;3.00;1;-;-;1.00;34.00;31.00;91 %;-;-;-;-;0.12;-;-;-;0.33;0.72;-0.39;0.02;0.02;18.00;1.00;-;2.00;-;-;3.00;1.00;6.00;4.00;2.00;-;1.00;1.00;2.00
Даниэль Де Мело Арауйо Джуниор;ФК Ахмат;193;30;ЗП ПЦ;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;13.00;77 %;2.00;50 %;1.00;0 %;3.00;100 %;-;-;-;-;-;-;2.00;50 %;3.00;1.00;1.00;-;-;1.00;10.00;30 %;3.00;33 %;7.00;29 %;2.00;50 %;4.00;50 %;2.00;0 %;-;-;1.00;1.00;1;-;-;1.00;27.00;16.00;59 %;-;-;-;-;0.12;-;-;-;0.15;0.04;0.11;-;-;10.00;1.00;-;3.00;-;-;-;1.00;3.00;1.00;2.00;1.00;2.00;-;-
Никола Чумич;Рубин Казань;203;29;АП ЛЦ;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;11.00;82 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;3.00;-;-;1.00;-;1.00;4.00;50 %;-;-;4.00;50 %;-;-;2.00;100 %;1.00;100 %;-;-;2.00;2.00;1;-;-;1.00;20.00;16.00;80 %;-;-;-;-;0.57;-;-;-;1.51;0.05;1.46;-;-;9.00;1.00;1.00;1.00;-;-;1.00;1.00;2.00;-;2.00;-;2.00;1.00;-
Алексей Ионов;Ростов;178;29;Ф Ц;-;-;1.00;-;0 %;-;-;-;-;-;-;-;1.00;1.00;1.00;0.44;8.00;88 %;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;1.00;0 %;4.00;-;-;-;-;-;5.00;20 %;1.00;0 %;4.00;25 %;2.00;0 %;-;-;-;-;-;-;1.00;2.00;1;-;-;1.00;17.00;12.00;71 %;100 %;-;-;-;0.25;0.44;-;0.00;0.83;0.47;0.36;-;-;7.00;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Константин Марадишвили;Локомотив Москва;197;29;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;7.00;86 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;6.00;17 %;2.00;0 %;4.00;25 %;1.00;0 %;1.00;0 %;-;-;1.00;0 %;1.00;2.00;1;-;-;1.00;17.00;10.00;59 %;0 %;1.00;-;-;-;0.02;-;0.00;0.38;0.30;0.08;-;-;6.00;-;-;1.00;-;-;-;-;1.00;-;1.00;-;-;-;-
Данила Прохин;Ростов;182;29;З ПЦ;-;-;1.00;-;0 %;-;2.00;-;-;-;1.00;-;-;1.00;-;0.25;13.00;77 %;-;-;-;-;3.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;1.00;-;-;1.00;-;1.00;3.00;33 %;1.00;0 %;2.00;50 %;2.00;50 %;-;-;-;-;-;-;2.00;3.00;1;-;-;1.00;24.00;18.00;75 %;0 %;1.00;-;-;-;0.25;-;0.00;0.83;0.47;0.36;-;-;10.00;-;-;3.00;1.00;-;1.00;-;1.00;-;1.00;1.00;-;-;-
Табо Целе;Факел Воронеж;220;29;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;18.00;89 %;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;2.00;1.00;1.00;2.00;-;1.00;7.00;71 %;5.00;80 %;2.00;50 %;3.00;67 %;-;-;-;-;1.00;100 %;1.00;1.00;1;-;-;1.00;29.00;24.00;83 %;-;-;-;-;-;-;-;-;0.05;1.51;-1.46;-;-;16.00;-;-;-;-;-;1.00;-;5.00;4.00;1.00;2.00;-;-;1.00
Эдедем Эдем Эссьен;Пари Нижний Новгород;193;28;П ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;5.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;1.00;-;-;-;-;-;4.00;0 %;3.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;2.00;0 %;1.00;2.00;1;-;-;1.00;12.00;8.00;67 %;-;-;-;-;-;-;-;-;0.30;0.46;-0.16;-;-;5.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Ян Казаев;Балтика;205;27;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;0 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;-;-;-;-;-;1.00;-;-;4.00;50 %;3.00;33 %;1.00;100 %;1.00;100 %;-;-;-;-;1.00;0 %;2.00;-;1;-;-;1.00;9.00;4.00;44 %;-;-;-;-;-;-;-;-;0.02;0.13;-0.11;-;-;-;-;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-
Максим Кузьмин;Балтика;207;27;Ф ПЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;-;0.02;10.00;80 %;2.00;50 %;-;-;3.00;100 %;-;-;-;-;3.00;100 %;-;-;2.00;-;1.00;1.00;1.00;2.00;7.00;43 %;-;-;7.00;43 %;4.00;0 %;2.00;100 %;2.00;100 %;-;-;1.00;3.00;1;-;-;1.00;25.00;17.00;68 %;0 %;1.00;-;-;0.02;0.02;-;0.00;0.02;0.13;-0.11;-;-;8.00;1.00;-;3.00;-;-;3.00;-;3.00;-;3.00;-;2.00;2.00;-
Данил Аносов;Сочи;180;25;АП ПЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;4.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;1.00;1.00;1.00;1.00;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;2.00;1;-;-;1.00;9.00;7.00;78 %;-;-;-;-;0.30;-;-;-;0.30;0.14;0.16;-;-;4.00;1.00;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-
Георгий Зотов;Крылья Советов;177;25;ЗП Л;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;10.00;60 %;-;-;-;-;1.00;0 %;1.00;0 %;-;-;2.00;50 %;-;-;2.00;-;-;-;-;-;4.00;50 %;4.00;50 %;-;-;-;-;-;-;-;-;2.00;50 %;-;-;1;-;-;1.00;14.00;8.00;57 %;-;-;-;-;-;-;-;-;0.14;0.30;-0.16;-;-;6.00;-;-;-;-;-;1.00;-;2.00;2.00;-;-;-;-;1.00
Хызыр Аппаев;Факел Воронеж;162;23;Ф Ц;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;-;-;-;5.00;80 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;7.00;29 %;-;-;7.00;29 %;5.00;40 %;-;-;-;-;-;-;-;-;1;-;-;1.00;12.00;6.00;50 %;-;-;-;-;0.05;-;-;-;0.05;1.51;-1.46;-;-;4.00;-;-;1.00;-;-;-;-;2.00;-;2.00;2.00;-;-;-
Эмирджан Гюрлюк;Оренбург;188;23;АП Л;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;4.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;1.00;2.00;-;1.00;4.00;50 %;2.00;50 %;2.00;50 %;-;-;1.00;100 %;-;-;2.00;50 %;1.00;1.00;1;-;-;1.00;12.00;8.00;67 %;-;-;-;-;-;-;-;-;0.02;0.30;-0.28;-;-;3.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00
Ленини Пина;ФК Краснодар;232;23;П ПЦ;1.00;-;1.00;1.00;100 %;-;2.00;-;-;1.00;-;-;-;1.00;1.00;0.23;7.00;71 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;2.00;1.00;1.00;-;1.00;3.00;33 %;2.00;0 %;1.00;100 %;-;-;-;-;-;-;-;-;-;3.00;1;-;-;1.00;16.00;11.00;69 %;100 %;-;-;-;-;0.23;0.23;4.35;0.51;1.7;-0.56;-;-;5.00;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Ярослав Михайлов;Оренбург;189;23;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;3.00;0 %;1.00;0 %;2.00;0 %;-;-;1.00;0 %;1.00;0 %;1.00;0 %;1.00;-;1;-;-;1.00;8.00;4.00;50 %;-;-;-;-;-;-;-;-;0.02;0.30;-0.28;-;-;3.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ярослав Гладышев;Динамо Москва;172;22;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;4.00;50 %;-;-;4.00;50 %;2.00;50 %;1.00;100 %;1.00;100 %;-;-;-;-;1;-;-;1.00;8.00;6.00;75 %;-;-;-;-;0.06;-;-;-;0.46;0.21;0.25;-;-;3.00;-;-;-;-;-;-;-;2.00;-;2.00;1.00;1.00;1.00;-
Данил Круговой;Зенит;210;22;ЗЛ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;7.00;57 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;3.00;-;-;1.00;-;1.00;2.00;100 %;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;1.00;100 %;2.00;1.00;1;-;-;1.00;13.00;10.00;77 %;-;-;-;-;-;-;-;-;0.23;0.36;-0.13;-;-;4.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00
Денис Макаров;Динамо Москва;220;22;АП ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;1.00;-;0.02;10.00;60 %;-;-;1.00;0 %;3.00;33 %;-;-;-;-;1.00;100 %;-;-;4.00;-;-;1.00;1.00;1.00;7.00;57 %;1.00;100 %;6.00;50 %;1.00;100 %;2.00;50 %;1.00;100 %;-;-;-;1.00;1;-;-;1.00;20.00;12.00;60 %;0 %;1.00;-;-;-;0.02;-;0.00;0.46;0.21;0.25;-;-;6.00;-;-;1.00;-;-;1.00;-;4.00;1.00;3.00;1.00;1.00;1.00;-
Родригао;Зенит;191;22;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;-;-;-;8.00;63 %;-;-;-;-;1.00;0 %;1.00;0 %;-;-;1.00;100 %;1.00;0 %;4.00;-;-;2.00;-;-;6.00;33 %;5.00;40 %;1.00;0 %;3.00;33 %;-;-;-;-;2.00;50 %;1.00;1.00;1;-;-;1.00;16.00;9.00;56 %;-;-;-;-;-;-;-;-;0.23;0.36;-0.13;-;-;5.00;-;-;-;-;-;1.00;-;2.00;2.00;-;1.00;-;-;1.00
Илья Самошников;Локомотив Москва;225;20;АП П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;1.00;1.00;-;6.00;50 %;4.00;50 %;2.00;50 %;-;-;2.00;50 %;1.00;100 %;2.00;50 %;1.00;-;1;-;-;1.00;9.00;6.00;67 %;-;-;-;-;-;-;-;-;0.36;0.23;0.13;-;-;2.00;-;-;-;-;-;-;1.00;3.00;2.00;1.00;-;1.00;1.00;1.00
Тимур Сулейманов;Локомотив Москва;198;20;Ф Ц;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;1.00;-;1.00;1.00;-;7.00;29 %;1.00;100 %;6.00;17 %;2.00;0 %;1.00;0 %;-;-;-;-;1.00;-;1;-;-;1.00;10.00;5.00;50 %;-;-;-;-;-;-;-;-;0.36;0.23;0.13;-;-;2.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-
Итало;Урал Екатеринбург;197;19;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.00;67 %;-;-;-;-;5.00;20 %;3.00;0 %;-;-;6.00;33 %;2.00;0 %;4.00;-;-;2.00;-;1.00;4.00;50 %;2.00;50 %;2.00;50 %;2.00;0 %;-;-;-;-;1.00;100 %;2.00;-;1;-;-;1.00;19.00;13.00;68 %;-;-;-;-;-;-;-;-;1.7;0.28;0.79;-;-;8.00;-;-;1.00;-;-;2.00;-;2.00;1.00;1.00;-;-;-;1.00
