Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные;Тур
Джонатан Теофилис Окоронкво;Арсенал Тула;253;99;Ф Ц;1.00;1.00;3.00;1.00;33 %;2.00;3.00;-;-;-;-;-;2.00;2.00;2.00;1.8;17.00;65 %;2.00;50 %;-;-;2.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;13.00;2.00;1.00;3.00;2.00;2.00;25.00;36 %;4.00;25 %;21.00;38 %;12.00;25 %;1.00;100 %;1.00;100 %;1.00;0 %;3.00;5.00;1;1.00;-;-;55.00;32.00;58 %;100 %;-;-;-;1.2;0.54;1.8;0.93;3.84;1.71;2.13;-;-;11.00;1.00;-;1.00;-;-;1.00;-;9.00;1.00;8.00;3.00;1.00;1.00;-;8
Артём Попов;Арсенал Тула;203;99;ЗЛ;-;-;-;-;-;-;-;4.00;-;-;-;-;-;1.00;-;0.12;45.00;67 %;-;-;-;-;10.00;40 %;1.00;0 %;-;-;5.00;60 %;3.00;33 %;7.00;1.00;-;9.00;4.00;-;17.00;59 %;10.00;60 %;7.00;57 %;4.00;50 %;3.00;67 %;1.00;100 %;6.00;83 %;10.00;7.00;1;1.00;-;-;80.00;57.00;71 %;0 %;1.00;-;-;-;0.12;-;0.00;3.84;1.71;2.13;-;-;30.00;-;-;4.00;-;-;3.00;1.00;10.00;6.00;4.00;2.00;2.00;1.00;5.00;8
Денис Самойлов;Тюмень;190;99;ЗП ПЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;79.00;80 %;1.00;0 %;1.00;0 %;17.00;53 %;5.00;60 %;1.00;0 %;11.00;64 %;3.00;0 %;10.00;4.00;-;4.00;-;2.00;13.00;54 %;5.00;40 %;8.00;63 %;2.00;50 %;3.00;33 %;1.00;0 %;3.00;67 %;10.00;7.00;1;1.00;-;-;111.00;89.00;80 %;-;-;-;-;-;-;-;-;1.71;3.84;-2.13;0.21;0.07;63.00;-;-;9.00;3.00;-;7.00;-;7.00;2.00;5.00;1.00;1.00;-;2.00;8
Антон Синяк;Тюмень;205;99;ЗЛ;-;-;-;-;-;1.00;1.00;1.00;-;1.00;-;-;-;-;-;-;53.00;89 %;-;-;3.00;33 %;6.00;67 %;4.00;50 %;1.00;0 %;5.00;80 %;1.00;100 %;3.00;2.00;-;9.00;-;3.00;18.00;61 %;14.00;71 %;4.00;25 %;5.00;100 %;-;-;-;-;3.00;67 %;7.00;7.00;1;1.00;-;-;88.00;75.00;85 %;-;-;-;-;0.17;-;-;-;1.71;3.84;-2.13;0.08;0.04;47.00;-;1.00;4.00;2.00;-;4.00;1.00;11.00;10.00;1.00;5.00;-;-;2.00;8
Евгений Татаринов;Тюмень;207;99;Ф Ц;1.00;-;3.00;1.00;33 %;1.00;3.00;1.00;1.00;1.00;-;-;4.00;3.00;1.00;0.82;9.00;78 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;13.00;1.00;2.00;-;-;-;20.00;45 %;3.00;33 %;17.00;47 %;10.00;30 %;1.00;0 %;-;-;1.00;100 %;1.00;-;1;1.00;-;-;35.00;18.00;51 %;33 %;1.00;1.00;-;-;0.27;0.82;1.22;1.71;3.84;-2.13;-;-;7.00;-;-;-;-;-;-;-;9.00;1.00;8.00;3.00;-;-;1.00;8
Сергей Ткачёв;Арсенал Тула;202;99;АП П;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-;-;3.00;-;0.41;24.00;71 %;1.00;100 %;1.00;0 %;3.00;33 %;-;-;-;-;2.00;0 %;5.00;80 %;6.00;-;-;-;-;-;17.00;35 %;6.00;33 %;11.00;36 %;6.00;17 %;2.00;0 %;2.00;0 %;3.00;67 %;3.00;5.00;1;1.00;-;-;52.00;31.00;60 %;0 %;1.00;2.00;-;2.40;0.14;-;0.00;3.84;1.71;2.13;-;-;17.00;1.00;-;1.00;-;-;-;4.00;6.00;2.00;4.00;1.00;-;-;2.00;8
Абдуллахи Самину Квари;Динамо Махачкала;212;98;ЗП Ц;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;-;0.02;28.00;61 %;-;-;-;-;13.00;31 %;2.00;0 %;-;-;7.00;14 %;-;-;6.00;1.00;-;4.00;-;3.00;17.00;65 %;10.00;60 %;7.00;71 %;5.00;40 %;2.00;100 %;-;-;7.00;71 %;9.00;9.00;1;1.00;-;-;68.00;50.00;74 %;0 %;1.00;-;-;-;0.02;-;0.00;1.49;0.83;0.66;0.01;0.01;17.00;-;-;4.00;-;-;1.00;-;11.00;6.00;5.00;2.00;2.00;-;5.00;8
Муталип Алибеков;Динамо Махачкала;210;98;З Ц;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;14.00;86 %;-;-;-;-;5.00;80 %;3.00;33 %;-;-;1.00;0 %;-;-;1.00;-;-;9.00;-;-;15.00;73 %;14.00;79 %;1.00;0 %;5.00;60 %;-;-;-;-;3.00;67 %;8.00;2.00;1;1.00;-;-;39.00;33.00;85 %;-;-;-;-;-;-;-;-;1.49;0.83;0.66;0.13;0.13;12.00;-;-;4.00;1.00;-;-;-;11.00;11.00;-;3.00;-;-;2.00;8
Саид Алиев;СКА-Хабаровск;161;98;Ф Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;6.00;33 %;-;-;-;-;3.00;0 %;-;-;-;-;1.00;0 %;1.00;100 %;8.00;1.00;1.00;-;-;2.00;15.00;27 %;1.00;100 %;14.00;21 %;4.00;25 %;4.00;50 %;3.00;33 %;-;-;-;1.00;1;1.00;-;-;25.00;9.00;36 %;-;-;-;-;-;-;-;-;0.83;1.49;-0.66;-;-;2.00;-;-;-;-;-;-;1.00;4.00;1.00;3.00;1.00;2.00;1.00;-;8
Юрий Бавин;СКА-Хабаровск;222;98;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;1.00;-;-;-;2.00;-;0.11;74.00;93 %;-;-;-;-;13.00;92 %;3.00;100 %;-;-;5.00;100 %;4.00;50 %;4.00;1.00;1.00;7.00;3.00;3.00;16.00;69 %;10.00;60 %;6.00;83 %;5.00;100 %;-;-;-;-;2.00;50 %;9.00;10.00;1;1.00;-;-;115.00;102.00;89 %;0 %;-;2.00;-;-;0.06;-;0.00;0.83;1.49;-0.66;-;-;69.00;-;-;12.00;3.00;-;5.00;2.00;11.00;6.00;5.00;5.00;-;-;1.00;8
Никита Глушков Мах;Динамо Махачкала;226;98;АП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;1.00;-;0.09;19.00;89 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;5.00;1.00;1.00;3.00;1.00;-;18.00;44 %;8.00;38 %;10.00;50 %;3.00;33 %;2.00;100 %;-;-;3.00;67 %;5.00;7.00;1;1.00;-;-;51.00;37.00;73 %;0 %;1.00;-;-;-;0.09;-;0.00;1.49;0.83;0.66;-;-;17.00;-;-;1.00;-;-;-;-;8.00;3.00;5.00;1.00;2.00;-;2.00;8
Сослан Кагермазов;Динамо Махачкала;207;98;ЗП П;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;24.00;71 %;1.00;100 %;1.00;100 %;9.00;56 %;4.00;0 %;1.00;0 %;8.00;63 %;2.00;100 %;7.00;1.00;1.00;2.00;-;-;11.00;55 %;5.00;60 %;6.00;50 %;5.00;40 %;-;-;-;-;5.00;60 %;3.00;3.00;1;1.00;-;-;42.00;29.00;69 %;-;-;-;-;0.07;-;-;-;1.49;0.83;0.66;-;-;17.00;1.00;1.00;5.00;-;-;5.00;2.00;6.00;3.00;3.00;2.00;-;-;3.00;8
Владимир Ковачевич;Динамо Махачкала;216;98;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;1.00;-;-;-;1.00;1.00;0.19;25.00;64 %;-;-;-;-;8.00;50 %;2.00;100 %;-;-;7.00;57 %;-;-;5.00;-;-;7.00;1.00;-;8.00;88 %;7.00;86 %;1.00;100 %;4.00;100 %;-;-;-;-;2.00;50 %;16.00;2.00;1;1.00;-;-;52.00;42.00;81 %;100 %;-;-;-;-;0.19;-;0.00;1.49;0.83;0.66;0.10;0.05;16.00;-;-;4.00;2.00;-;4.00;-;7.00;6.00;1.00;4.00;-;-;1.00;8
Олег Кожемякин;СКА-Хабаровск;224;98;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;1.00;2.00;-;-;-;2.00;-;0.42;85.00;86 %;-;-;1.00;0 %;19.00;58 %;3.00;33 %;-;-;8.00;50 %;2.00;50 %;4.00;-;-;7.00;4.00;3.00;14.00;79 %;10.00;90 %;4.00;50 %;7.00;71 %;2.00;50 %;1.00;0 %;2.00;100 %;11.00;6.00;1;1.00;-;-;121.00;104.00;86 %;0 %;2.00;-;-;-;0.21;-;0.00;0.83;1.49;-0.66;-;-;73.00;-;-;11.00;1.00;-;4.00;1.00;11.00;9.00;2.00;5.00;1.00;-;2.00;8
Андрей Никитин;СКА-Хабаровск;202;98;АП Л;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;20.00;90 %;1.00;0 %;1.00;0 %;1.00;100 %;-;-;-;-;-;-;-;-;2.00;-;-;1.00;-;2.00;8.00;50 %;3.00;0 %;5.00;80 %;2.00;0 %;4.00;75 %;4.00;75 %;-;-;-;1.00;1;1.00;-;-;31.00;25.00;81 %;-;-;-;-;0.01;-;-;-;0.83;1.49;-0.66;-;-;18.00;-;-;1.00;-;-;-;-;4.00;-;4.00;-;3.00;3.00;-;8
Эгаш Касинтура;Динамо Махачкала;237;98;АП ЛЦ;-;1.00;2.00;-;0 %;3.00;2.00;-;-;-;1.00;-;-;2.00;2.00;0.30;24.00;58 %;3.00;67 %;2.00;50 %;8.00;38 %;1.00;0 %;-;-;3.00;0 %;8.00;38 %;18.00;4.00;3.00;2.00;1.00;8.00;28.00;29 %;8.00;50 %;20.00;20 %;5.00;20 %;5.00;40 %;3.00;33 %;4.00;100 %;-;5.00;1;1.00;-;-;70.00;37.00;53 %;100 %;-;-;-;0.46;0.15;-;0.00;1.49;0.83;0.66;-;-;14.00;2.00;1.00;3.00;-;-;-;3.00;8.00;4.00;4.00;1.00;2.00;1.00;4.00;8
Томас Рукас;СКА-Хабаровск;201;98;З ЛЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;1.00;3.00;-;-;-;1.00;1.00;0.04;82.00;94 %;-;-;-;-;15.00;73 %;1.00;100 %;-;-;3.00;67 %;-;-;2.00;-;-;14.00;-;-;13.00;54 %;10.00;70 %;3.00;0 %;6.00;67 %;-;-;-;-;1.00;0 %;12.00;7.00;1;1.00;-;-;115.00;104.00;90 %;100 %;-;-;-;0.01;0.04;-;0.00;0.83;1.49;-0.66;0.03;0.03;77.00;-;-;11.00;1.00;-;2.00;-;7.00;7.00;-;4.00;-;-;-;8
Идар Шумахов;Динамо Махачкала;215;98;З ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;34.00;82 %;-;-;-;-;7.00;43 %;3.00;67 %;-;-;-;-;-;-;4.00;1.00;-;11.00;-;-;10.00;60 %;9.00;67 %;1.00;0 %;4.00;75 %;-;-;-;-;6.00;50 %;8.00;10.00;1;1.00;-;-;62.00;52.00;84 %;-;-;-;-;-;-;-;-;1.49;0.83;0.66;-;-;28.00;-;-;3.00;2.00;-;-;-;6.00;6.00;-;3.00;-;-;3.00;8
Нури Абдоков;Кубань Краснодар;162;97;Ф ПЦ;-;-;-;-;-;-;3.00;6.00;-;-;-;-;-;-;-;-;19.00;74 %;-;-;-;-;4.00;75 %;1.00;100 %;-;-;2.00;50 %;1.00;0 %;14.00;6.00;1.00;3.00;2.00;-;24.00;25 %;6.00;33 %;18.00;22 %;5.00;20 %;5.00;20 %;1.00;0 %;3.00;33 %;-;4.00;1;1.00;-;-;48.00;24.00;50 %;-;-;-;-;-;-;-;-;0.51;1.93;-1.42;-;-;14.00;-;-;3.00;1.00;-;1.00;-;6.00;2.00;4.00;1.00;1.00;-;1.00;8
Алан Багаев;Алания Владикавказ;225;97;З ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;1.00;0.04;41.00;85 %;-;-;2.00;50 %;11.00;73 %;8.00;63 %;1.00;0 %;5.00;80 %;1.00;0 %;5.00;-;-;10.00;1.00;-;22.00;64 %;15.00;67 %;7.00;57 %;8.00;63 %;-;-;-;-;3.00;0 %;6.00;3.00;1;1.00;-;-;73.00;59.00;81 %;100 %;-;-;-;-;0.04;-;0.00;1.49;0.98;0.51;-;-;35.00;-;1.00;8.00;5.00;-;4.00;-;14.00;10.00;4.00;5.00;-;-;-;8
Азат Байрыев;Кубань Краснодар;198;97;З ЛЦ;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;51.00;92 %;-;-;-;-;8.00;88 %;1.00;0 %;1.00;0 %;3.00;33 %;-;-;1.00;-;-;5.00;-;3.00;8.00;75 %;7.00;71 %;1.00;100 %;5.00;80 %;-;-;-;-;-;-;7.00;6.00;1;1.00;-;-;76.00;70.00;92 %;-;-;-;-;-;-;-;-;0.51;1.93;-1.42;0.14;0.07;47.00;-;-;7.00;-;-;1.00;-;6.00;5.00;1.00;4.00;-;-;-;8
Илья Берковский;Химки;227;97;АП ПЦ;-;-;1.00;-;0 %;-;4.00;1.00;-;-;-;-;-;1.00;-;0.11;38.00;74 %;1.00;0 %;-;-;8.00;75 %;3.00;67 %;-;-;5.00;80 %;7.00;71 %;14.00;2.00;2.00;3.00;1.00;4.00;21.00;48 %;11.00;73 %;10.00;20 %;3.00;0 %;4.00;50 %;3.00;33 %;8.00;75 %;2.00;11.00;1;1.00;-;-;79.00;55.00;70 %;0 %;1.00;-;-;0.19;0.11;-;0.00;1.93;0.51;1.42;0.02;0.02;28.00;-;-;6.00;2.00;-;4.00;5.00;10.00;8.00;2.00;-;2.00;1.00;6.00;8
Валерий Чуперка;Кубань Краснодар;239;97;ЗП ПЦ;-;1.00;-;-;-;1.00;-;-;-;1.00;1.00;-;-;1.00;1.00;0.03;51.00;78 %;1.00;100 %;-;-;10.00;80 %;3.00;33 %;1.00;100 %;3.00;67 %;3.00;33 %;4.00;1.00;-;11.00;2.00;2.00;10.00;70 %;8.00;75 %;2.00;50 %;2.00;0 %;-;-;-;-;5.00;100 %;7.00;6.00;1;1.00;-;-;77.00;63.00;82 %;100 %;-;-;-;0.20;0.03;-;0.00;0.51;1.93;-1.42;0.14;0.14;40.00;1.00;-;8.00;1.00;1.00;2.00;1.00;7.00;6.00;1.00;-;-;-;5.00;8
Николай Гиоргобиани;Алания Владикавказ;263;97;АП Л;-;-;-;-;-;1.00;2.00;1.00;-;-;-;-;-;1.00;-;0.09;34.00;85 %;2.00;50 %;-;-;12.00;92 %;1.00;100 %;-;-;3.00;100 %;5.00;60 %;5.00;1.00;2.00;4.00;2.00;1.00;22.00;64 %;6.00;50 %;16.00;69 %;5.00;60 %;10.00;70 %;6.00;67 %;2.00;50 %;9.00;7.00;1;1.00;-;-;76.00;60.00;79 %;0 %;-;1.00;-;0.08;0.09;-;0.00;1.49;0.98;0.51;-;-;29.00;1.00;-;11.00;1.00;-;3.00;3.00;14.00;3.00;11.00;3.00;7.00;4.00;1.00;8
Егор Иванов;Енисей Красноярск;180;97;П Л;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;2.00;-;0.17;56.00;91 %;-;-;-;-;11.00;82 %;1.00;100 %;-;-;7.00;86 %;2.00;100 %;2.00;2.00;-;3.00;1.00;1.00;5.00;0 %;4.00;0 %;1.00;0 %;-;-;-;-;-;-;4.00;0 %;3.00;6.00;1;1.00;-;-;73.00;61.00;84 %;0 %;1.00;1.00;-;-;0.09;-;0.00;0.98;1.49;-0.51;-;-;51.00;-;-;9.00;1.00;-;6.00;2.00;-;-;-;-;-;-;-;8
Владимир Хозин;Енисей Красноярск;187;97;З ПЦ;-;-;1.00;-;0 %;-;2.00;-;-;-;-;-;-;1.00;-;0.10;43.00;81 %;-;-;-;-;13.00;54 %;7.00;29 %;2.00;50 %;7.00;43 %;1.00;0 %;5.00;1.00;-;5.00;-;2.00;14.00;36 %;14.00;36 %;-;-;3.00;67 %;-;-;-;-;6.00;17 %;7.00;5.00;1;1.00;-;-;72.00;54.00;75 %;0 %;-;1.00;-;-;0.10;-;0.00;0.98;1.49;-0.51;0.03;0.03;35.00;-;-;7.00;2.00;1.00;3.00;-;5.00;5.00;-;2.00;-;-;1.00;8
Валерий Кичин;Енисей Красноярск;220;97;З ЛЦ;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;58.00;86 %;-;-;-;-;20.00;80 %;14.00;64 %;4.00;50 %;3.00;33 %;-;-;5.00;3.00;1.00;14.00;-;1.00;18.00;83 %;14.00;86 %;4.00;75 %;6.00;83 %;2.00;100 %;-;-;1.00;100 %;15.00;7.00;1;1.00;-;-;100.00;88.00;88 %;-;-;-;-;-;-;-;-;0.98;1.49;-0.51;0.09;0.09;50.00;-;-;16.00;9.00;2.00;1.00;-;15.00;12.00;3.00;5.00;2.00;-;1.00;8
Гаррик Левин;Кубань Краснодар;227;97;П П;1.00;-;3.00;1.00;33 %;1.00;2.00;1.00;-;1.00;-;-;-;4.00;1.00;0.34;14.00;79 %;-;-;-;-;2.00;50 %;-;-;-;-;3.00;67 %;1.00;0 %;8.00;-;1.00;2.00;-;2.00;17.00;29 %;6.00;17 %;11.00;36 %;3.00;0 %;7.00;57 %;3.00;33 %;1.00;0 %;2.00;4.00;1;1.00;-;-;45.00;26.00;58 %;25 %;2.00;1.00;-;0.06;0.09;0.34;2.94;0.51;1.93;-1.42;0.02;0.02;11.00;-;-;1.00;-;-;2.00;-;5.00;1.00;4.00;-;4.00;1.00;-;8
Александр Ломакин;Енисей Красноярск;200;97;АП Ц;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;2.00;1.00;0.05;45.00;87 %;-;-;-;-;9.00;56 %;1.00;100 %;-;-;7.00;43 %;6.00;50 %;9.00;-;1.00;3.00;-;-;15.00;40 %;6.00;67 %;9.00;22 %;2.00;50 %;1.00;0 %;-;-;4.00;75 %;1.00;7.00;1;1.00;-;-;71.00;54.00;76 %;50 %;1.00;-;-;0.11;0.03;-;0.00;0.98;1.49;-0.51;-;-;39.00;-;-;5.00;1.00;-;3.00;3.00;6.00;4.00;2.00;1.00;-;-;3.00;8
Александр Масловский;Енисей Красноярск;212;97;ЗЛ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;38.00;87 %;-;-;1.00;100 %;9.00;67 %;4.00;75 %;-;-;2.00;50 %;1.00;100 %;6.00;2.00;1.00;4.00;-;-;12.00;58 %;9.00;67 %;3.00;33 %;3.00;67 %;-;-;-;-;3.00;67 %;2.00;5.00;1;1.00;-;-;58.00;47.00;81 %;-;-;-;-;0.11;-;-;-;0.98;1.49;-0.51;-;-;33.00;-;1.00;6.00;3.00;-;1.00;1.00;7.00;6.00;1.00;2.00;-;-;2.00;8
Константин Плиев;Алания Владикавказ;245;97;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;49.00;96 %;-;-;1.00;0 %;12.00;83 %;7.00;86 %;5.00;80 %;3.00;67 %;3.00;67 %;3.00;-;-;13.00;-;1.00;16.00;88 %;14.00;93 %;2.00;50 %;6.00;100 %;1.00;0 %;1.00;0 %;4.00;75 %;8.00;4.00;1;1.00;-;-;78.00;74.00;95 %;-;-;-;-;-;-;-;-;1.49;0.98;0.51;-;-;47.00;-;-;10.00;6.00;4.00;2.00;2.00;14.00;13.00;1.00;6.00;-;-;3.00;8
Давид Шавлохов;Алания Владикавказ;226;97;ЗЛ;-;-;-;-;-;-;2.00;2.00;1.00;1.00;-;-;-;2.00;-;0.03;50.00;76 %;1.00;0 %;2.00;50 %;12.00;67 %;6.00;50 %;2.00;50 %;6.00;50 %;4.00;50 %;6.00;-;-;3.00;1.00;5.00;14.00;71 %;9.00;89 %;5.00;40 %;3.00;33 %;-;-;-;-;2.00;100 %;3.00;7.00;1;1.00;-;-;81.00;63.00;78 %;0 %;2.00;-;-;0.03;0.01;-;0.00;1.49;0.98;0.51;0.11;0.11;38.00;-;1.00;8.00;3.00;1.00;3.00;2.00;10.00;8.00;2.00;1.00;-;-;2.00;8
Сослан Таказов;Кубань Краснодар;210;97;З ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;0.01;55.00;76 %;-;-;-;-;17.00;41 %;2.00;50 %;-;-;4.00;50 %;2.00;0 %;4.00;2.00;-;8.00;-;2.00;18.00;89 %;17.00;88 %;1.00;100 %;10.00;90 %;-;-;-;-;2.00;50 %;5.00;8.00;1;1.00;-;-;91.00;75.00;82 %;0 %;1.00;-;-;-;0.01;-;0.00;0.51;1.93;-1.42;0.17;0.17;42.00;-;-;7.00;1.00;-;2.00;-;16.00;15.00;1.00;9.00;-;-;1.00;8
Заур Тарба;Алания Владикавказ;238;97;П ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;2.00;1.00;0.06;35.00;86 %;-;-;-;-;10.00;80 %;2.00;50 %;-;-;4.00;75 %;1.00;100 %;2.00;-;-;6.00;3.00;-;11.00;55 %;6.00;50 %;5.00;60 %;1.00;100 %;3.00;67 %;-;-;3.00;67 %;6.00;8.00;1;1.00;-;-;62.00;51.00;82 %;50 %;1.00;-;-;-;0.03;-;0.00;1.49;0.98;0.51;-;-;30.00;-;-;8.00;1.00;-;3.00;1.00;6.00;3.00;3.00;1.00;2.00;-;2.00;8
Сергей Терехов;Химки;204;97;З ЛЦ;-;-;-;-;-;-;2.00;-;-;2.00;-;-;-;1.00;-;0.02;55.00;87 %;1.00;0 %;1.00;0 %;14.00;64 %;3.00;100 %;-;-;6.00;50 %;6.00;50 %;2.00;1.00;-;11.00;1.00;2.00;9.00;67 %;7.00;71 %;2.00;50 %;3.00;67 %;1.00;100 %;-;-;4.00;50 %;5.00;12.00;1;1.00;-;-;84.00;73.00;87 %;0 %;-;1.00;-;0.05;0.02;-;0.00;1.93;0.51;1.42;0.07;0.04;48.00;-;-;9.00;3.00;-;3.00;3.00;6.00;5.00;1.00;2.00;1.00;-;2.00;8
Сергей Варатынов;Химки;205;97;З ПЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;3.00;1.00;0.20;41.00;78 %;-;-;1.00;0 %;9.00;33 %;4.00;25 %;-;-;4.00;0 %;3.00;0 %;6.00;4.00;-;8.00;3.00;1.00;18.00;67 %;14.00;57 %;4.00;100 %;9.00;67 %;-;-;-;-;3.00;67 %;4.00;10.00;1;1.00;-;-;77.00;60.00;78 %;33 %;2.00;-;-;-;0.07;-;0.00;1.93;0.51;1.42;0.09;0.04;32.00;-;-;3.00;1.00;-;-;-;12.00;8.00;4.00;6.00;-;-;2.00;8
Захар Волков;Химки;187;97;З Ц;-;-;-;-;-;-;2.00;-;1.00;1.00;-;-;-;-;-;-;41.00;85 %;-;-;-;-;7.00;57 %;2.00;100 %;-;-;3.00;67 %;-;-;3.00;3.00;-;10.00;3.00;2.00;11.00;73 %;7.00;71 %;4.00;75 %;3.00;100 %;1.00;100 %;-;-;3.00;67 %;5.00;9.00;1;1.00;-;-;69.00;60.00;87 %;-;-;-;-;0.02;-;-;-;1.93;0.51;1.42;0.15;0.07;35.00;-;-;4.00;2.00;-;2.00;-;8.00;5.00;3.00;3.00;1.00;-;2.00;8
Ислам Жилов;Кубань Краснодар;231;97;ЗП ЛЦ;-;-;-;-;-;-;-;4.00;-;-;-;-;-;-;-;-;43.00;86 %;-;-;1.00;100 %;5.00;60 %;-;-;-;-;3.00;67 %;2.00;50 %;3.00;1.00;-;9.00;3.00;1.00;11.00;82 %;7.00;71 %;4.00;100 %;5.00;60 %;2.00;100 %;1.00;100 %;2.00;100 %;7.00;10.00;1;1.00;-;-;72.00;64.00;89 %;-;-;-;-;-;-;-;-;0.51;1.93;-1.42;0.26;0.13;37.00;-;1.00;3.00;-;-;2.00;1.00;9.00;5.00;4.00;3.00;2.00;1.00;2.00;8
Астемир Абазов;Сокол Саратов;224;96;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;34.00;74 %;-;-;-;-;8.00;50 %;4.00;25 %;1.00;0 %;2.00;50 %;-;-;6.00;3.00;1.00;8.00;-;1.00;14.00;93 %;10.00;100 %;4.00;75 %;6.00;83 %;2.00;100 %;-;-;2.00;100 %;15.00;4.00;1;1.00;-;-;69.00;58.00;84 %;-;-;-;-;-;-;-;-;0.59;0.63;-0.04;0.08;0.08;25.00;-;-;4.00;1.00;-;1.00;-;13.00;10.00;3.00;5.00;2.00;-;2.00;8
Андрей Евдокимов;Сокол Саратов;204;96;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;2.00;-;-;-;-;-;-;42.00;93 %;-;-;-;-;8.00;88 %;1.00;100 %;-;-;-;-;-;-;2.00;2.00;-;9.00;-;-;10.00;80 %;8.00;75 %;2.00;100 %;5.00;100 %;-;-;-;-;-;-;9.00;9.00;1;1.00;-;-;70.00;65.00;93 %;-;-;-;-;-;-;-;-;0.59;0.63;-0.04;0.02;0.02;39.00;-;-;7.00;1.00;-;-;-;8.00;6.00;2.00;5.00;-;-;-;8
Ленар Фаттахов;Кубань Краснодар;202;96;З П;-;-;-;-;-;-;3.00;-;-;1.00;1.00;1.00;-;-;-;-;33.00;85 %;-;-;1.00;0 %;5.00;100 %;3.00;67 %;1.00;100 %;1.00;100 %;1.00;0 %;5.00;2.00;-;5.00;-;3.00;15.00;53 %;10.00;60 %;5.00;40 %;1.00;100 %;1.00;100 %;-;-;5.00;60 %;3.00;6.00;1;1.00;-;-;60.00;48.00;80 %;-;-;-;-;0.03;-;-;-;0.51;1.93;-1.42;0.06;0.06;28.00;-;-;5.00;2.00;1.00;1.00;-;8.00;6.00;2.00;1.00;1.00;-;3.00;8
