Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные;Тур
Келвен Дуглас Силва Оливейра;ЦСКА Москва;259;96;ЗП П;-;-;-;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;0.08;65.00;80 %;2.00;100 %;7.00;57 %;7.00;86 %;4.00;75 %;1.00;100 %;5.00;80 %;11.00;82 %;7.00;2.00;-;4.00;-;1.00;16.00;50 %;9.00;44 %;7.00;57 %;9.00;44 %;2.00;50 %;2.00;50 %;3.00;33 %;2.00;8.00;1;1.00;-;-;93.00;72.00;77 %;100 %;-;-;-;0.42;0.08;-;0.00;1.14;0.64;0.50;-;-;52.00;2.00;4.00;6.00;3.00;1.00;4.00;9.00;8.00;4.00;4.00;4.00;1.00;1.00;1.00;10
Саша Здьелар;ЦСКА Москва;212;96;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;2.00;-;0.03;50.00;92 %;-;-;-;-;12.00;83 %;2.00;100 %;-;-;7.00;71 %;2.00;50 %;4.00;1.00;-;7.00;3.00;3.00;7.00;43 %;3.00;33 %;4.00;50 %;4.00;0 %;-;-;-;-;-;-;9.00;8.00;1;1.00;-;-;79.00;69.00;87 %;0 %;2.00;-;-;0.18;0.01;-;0.00;1.14;0.64;0.50;0.02;0.02;46.00;-;-;10.00;2.00;-;5.00;1.00;3.00;1.00;2.00;-;-;-;-;10
Ираклий Квеквескири;Факел Воронеж;216;92;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;38.00;71 %;-;-;-;-;9.00;67 %;1.00;100 %;-;-;8.00;63 %;3.00;67 %;5.00;2.00;1.00;5.00;3.00;1.00;12.00;67 %;6.00;67 %;6.00;67 %;3.00;100 %;2.00;50 %;-;-;3.00;67 %;9.00;9.00;1;1.00;1.00;-;71.00;55.00;77 %;-;-;-;-;0.02;-;-;-;1.47;0.82;0.65;-;-;27.00;-;-;6.00;1.00;-;5.00;2.00;8.00;4.00;4.00;3.00;1.00;-;2.00;10
Иван Обляков;ЦСКА Москва;225;90;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.02;49.00;80 %;1.00;0 %;-;-;12.00;58 %;2.00;50 %;-;-;8.00;75 %;1.00;100 %;8.00;2.00;1.00;4.00;1.00;1.00;7.00;57 %;-;-;7.00;57 %;3.00;33 %;2.00;50 %;2.00;50 %;-;-;6.00;7.00;1;1.00;1.00;-;72.00;57.00;79 %;0 %;1.00;-;-;-;0.02;-;0.00;1.13;0.31;0.82;0.04;0.04;39.00;-;-;7.00;1.00;-;6.00;1.00;4.00;-;4.00;1.00;1.00;1.00;-;10
Брайан Эзекуэль Мансилья;Оренбург;251;89;П Л;1.00;1.00;2.00;1.00;50 %;1.00;1.00;1.00;-;1.00;1.00;-;1.00;2.00;1.00;0.05;26.00;65 %;-;-;3.00;67 %;3.00;33 %;1.00;100 %;-;-;1.00;0 %;3.00;67 %;12.00;4.00;2.00;2.00;-;3.00;23.00;43 %;7.00;57 %;16.00;38 %;5.00;20 %;7.00;43 %;1.00;0 %;4.00;75 %;2.00;6.00;1;1.00;1.00;-;64.00;39.00;61 %;50 %;1.00;-;-;0.28;0.03;0.05;20.00;1.9;2.74;-1.65;-;-;17.00;-;2.00;1.00;1.00;-;-;2.00;10.00;4.00;6.00;1.00;3.00;-;3.00;10
Амар Рахманович;Крылья Советов;225;89;Ф ЛЦ;-;1.00;-;-;-;1.00;2.00;2.00;-;-;1.00;-;-;-;-;-;11.00;82 %;1.00;0 %;-;-;8.00;75 %;-;-;-;-;4.00;50 %;1.00;100 %;8.00;1.00;2.00;1.00;-;-;19.00;26 %;6.00;17 %;13.00;31 %;9.00;22 %;-;-;-;-;3.00;33 %;2.00;1.00;1;1.00;1.00;-;35.00;17.00;49 %;-;-;-;-;0.07;-;-;-;1.13;0.86;0.27;0.46;0.46;9.00;-;-;6.00;-;-;2.00;1.00;5.00;1.00;4.00;2.00;-;-;1.00;10
Максим Глушенков;Локомотив Москва;243;87;АП Ц;-;-;-;-;-;3.00;1.00;-;-;-;1.00;-;-;-;-;-;58.00;67 %;4.00;75 %;2.00;100 %;12.00;75 %;4.00;75 %;-;-;7.00;57 %;10.00;40 %;18.00;1.00;1.00;2.00;2.00;6.00;17.00;41 %;3.00;0 %;14.00;50 %;2.00;50 %;8.00;75 %;6.00;83 %;-;-;-;5.00;1;1.00;1.00;-;87.00;57.00;66 %;-;-;-;-;0.21;-;-;-;1.28;0.87;0.41;-;-;39.00;3.00;2.00;9.00;3.00;-;4.00;4.00;7.00;-;7.00;1.00;6.00;5.00;-;10
Александр Мартынович;Рубин Казань;204;87;З ПЦ;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-;-;-;56.00;89 %;-;-;1.00;0 %;12.00;75 %;2.00;100 %;-;-;5.00;100 %;1.00;0 %;2.00;-;-;6.00;1.00;2.00;10.00;80 %;7.00;71 %;3.00;100 %;4.00;100 %;-;-;-;-;1.00;0 %;3.00;8.00;1;1.00;1.00;-;79.00;71.00;90 %;-;-;-;-;0.24;-;-;-;0.63;1.39;-0.76;-;-;50.00;-;-;9.00;2.00;-;5.00;-;8.00;5.00;3.00;4.00;-;-;-;10
Вячеслав Литвинов;Сочи;186;86;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;1.00;-;-;-;-;-;30.00;73 %;-;-;-;-;4.00;25 %;3.00;67 %;1.00;0 %;3.00;33 %;-;-;5.00;1.00;-;4.00;-;1.00;13.00;62 %;11.00;64 %;2.00;50 %;10.00;60 %;-;-;-;-;-;-;6.00;7.00;1;1.00;1.00;-;58.00;45.00;78 %;-;-;-;-;0.25;-;-;-;0.82;1.47;-0.65;0.10;0.05;22.00;-;-;1.00;2.00;-;1.00;-;8.00;7.00;1.00;6.00;-;-;-;10
Кирилл Набабкин;ЦСКА Москва;251;84;З ЛЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;2.00;-;0.47;50.00;86 %;-;-;1.00;100 %;5.00;80 %;2.00;100 %;-;-;2.00;50 %;1.00;100 %;5.00;3.00;-;9.00;2.00;3.00;15.00;73 %;15.00;73 %;-;-;8.00;75 %;-;-;-;-;3.00;67 %;5.00;1.00;1;-;-;1.00;76.00;63.00;83 %;0 %;2.00;-;-;0.08;0.23;-;0.00;1.12;0.58;0.54;0.09;0.09;43.00;-;1.00;4.00;2.00;-;1.00;1.00;11.00;11.00;-;6.00;-;-;2.00;10
Иван Олейников;ФК Ахмат;198;84;АП Ц;-;-;-;-;-;-;3.00;1.00;-;1.00;-;-;-;-;-;-;24.00;71 %;1.00;0 %;-;-;9.00;67 %;-;-;-;-;7.00;71 %;1.00;0 %;7.00;3.00;1.00;3.00;1.00;2.00;15.00;33 %;7.00;57 %;8.00;13 %;2.00;50 %;2.00;0 %;1.00;0 %;4.00;50 %;6.00;6.00;1;1.00;1.00;-;54.00;36.00;67 %;-;-;-;-;-;-;-;-;0.74;1.42;-0.68;-;-;17.00;-;-;6.00;-;-;5.00;-;5.00;4.00;1.00;1.00;-;-;2.00;10
Хорен Байрамян;Ростов;205;83;АП П;-;-;1.00;-;0 %;2.00;1.00;1.00;1.00;1.00;1.00;-;1.00;1.00;-;0.14;15.00;80 %;1.00;100 %;2.00;50 %;4.00;75 %;-;-;-;-;1.00;100 %;2.00;50 %;6.00;2.00;-;-;-;1.00;19.00;26 %;7.00;14 %;12.00;33 %;4.00;25 %;2.00;50 %;2.00;50 %;4.00;25 %;-;-;1;1.00;1.00;-;36.00;18.00;50 %;0 %;1.00;-;-;0.16;0.14;-;0.00;1.65;2.10;-0.45;-;-;12.00;1.00;1.00;3.00;-;-;1.00;1.00;5.00;1.00;4.00;1.00;1.00;1.00;1.00;10
Эрик Космин Бикфалви;Урал Екатеринбург;233;83;Ф ПЦ;-;1.00;1.00;-;0 %;2.00;-;1.00;-;-;-;-;-;1.00;1.00;0.30;19.00;74 %;3.00;67 %;-;-;5.00;40 %;1.00;0 %;-;-;2.00;50 %;1.00;100 %;12.00;1.00;-;1.00;-;2.00;29.00;31 %;7.00;14 %;22.00;36 %;15.00;33 %;1.00;0 %;1.00;0 %;3.00;33 %;1.00;2.00;1;1.00;1.00;-;54.00;29.00;54 %;100 %;-;-;-;0.92;0.30;-;0.00;2.10;1.65;0.45;-;-;14.00;2.00;-;2.00;-;-;1.00;1.00;9.00;1.00;8.00;5.00;-;-;1.00;10
Бенхамин Антонио Гарре;Крылья Советов;261;83;Ф ПЦ;1.00;-;1.00;1.00;100 %;-;-;2.00;-;-;1.00;-;-;2.00;2.00;0.22;28.00;68 %;-;-;2.00;0 %;2.00;50 %;1.00;0 %;1.00;0 %;3.00;33 %;4.00;50 %;9.00;5.00;-;1.00;-;4.00;20.00;25 %;7.00;29 %;13.00;23 %;-;-;5.00;40 %;3.00;67 %;5.00;20 %;1.00;4.00;1;1.00;1.00;-;59.00;35.00;59 %;100 %;-;-;-;-;0.11;0.22;4.55;1.13;0.86;0.27;-;-;19.00;-;-;1.00;-;-;1.00;2.00;5.00;2.00;3.00;-;2.00;2.00;1.00;10
Максим Витюгов;Крылья Советов;219;83;ЗП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;18.00;72 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;1.00;100 %;1.00;-;-;1.00;-;-;12.00;50 %;10.00;50 %;2.00;50 %;2.00;50 %;-;-;-;-;5.00;60 %;6.00;7.00;1;1.00;1.00;-;43.00;32.00;74 %;-;-;-;-;-;-;-;-;1.13;0.86;0.27;-;-;13.00;-;-;2.00;-;-;-;1.00;6.00;5.00;1.00;1.00;-;-;3.00;10
Дмитрий Воробьёв;Оренбург;254;83;Ф Ц;1.00;1.00;1.00;1.00;100 %;1.00;3.00;-;-;-;-;-;-;1.00;1.00;0.16;12.00;75 %;1.00;100 %;-;-;4.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;9.00;1.00;2.00;-;-;2.00;18.00;33 %;5.00;40 %;13.00;31 %;4.00;25 %;3.00;33 %;2.00;0 %;2.00;50 %;2.00;3.00;1;1.00;1.00;-;41.00;24.00;59 %;100 %;-;-;-;0.53;0.16;0.16;6.25;1.9;2.66;-1.57;0.07;0.07;9.00;1.00;-;2.00;-;-;1.00;-;6.00;2.00;4.00;1.00;1.00;-;1.00;10
Виктор Алехандро Давила Савала;ЦСКА Москва;258;82;АП ПЦ;1.00;-;1.00;1.00;100 %;-;2.00;3.00;-;-;-;-;-;1.00;1.00;0.16;33.00;73 %;1.00;0 %;4.00;25 %;5.00;40 %;2.00;50 %;-;-;1.00;0 %;5.00;40 %;10.00;-;2.00;3.00;2.00;2.00;23.00;43 %;3.00;67 %;20.00;40 %;10.00;10 %;3.00;67 %;2.00;50 %;1.00;100 %;5.00;1.00;1;1.00;1.00;-;67.00;43.00;64 %;100 %;-;-;-;0.34;0.16;0.16;6.25;1.00;0.31;0.69;-;-;24.00;-;1.00;2.00;1.00;-;-;2.00;10.00;2.00;8.00;1.00;2.00;1.00;1.00;10
Тео Бонгонда;Спартак Москва;215;81;АП П;-;-;-;-;-;-;2.00;2.00;1.00;1.00;-;-;-;1.00;-;0.02;42.00;93 %;-;-;1.00;100 %;4.00;100 %;-;-;-;-;3.00;100 %;2.00;50 %;7.00;-;1.00;2.00;-;9.00;15.00;53 %;1.00;100 %;14.00;50 %;2.00;0 %;7.00;86 %;4.00;100 %;1.00;100 %;1.00;2.00;1;1.00;1.00;-;71.00;59.00;83 %;0 %;1.00;-;-;-;0.02;-;0.00;0.86;1.13;-0.27;0.02;0.02;39.00;-;1.00;4.00;-;-;3.00;1.00;8.00;1.00;7.00;-;6.00;4.00;1.00;10
Артём Дзюба;Локомотив Москва;193;81;Ф Ц;-;-;2.00;-;0 %;-;1.00;2.00;-;-;-;-;2.00;2.00;-;0.25;26.00;54 %;2.00;0 %;-;-;6.00;50 %;-;-;-;-;2.00;100 %;3.00;33 %;16.00;1.00;-;1.00;-;1.00;25.00;44 %;1.00;100 %;24.00;42 %;14.00;43 %;-;-;-;-;1.00;100 %;-;1.00;1;1.00;1.00;-;55.00;27.00;49 %;0 %;1.00;1.00;-;0.15;0.12;-;0.00;1.3;0.87;0.16;-;-;14.00;-;-;3.00;-;-;2.00;1.00;11.00;1.00;10.00;6.00;-;-;1.00;10
Даниил Хлусевич;Спартак Москва;218;81;ЗЛ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;-;0.05;50.00;78 %;-;-;4.00;0 %;9.00;56 %;-;-;-;-;4.00;75 %;7.00;43 %;8.00;1.00;-;7.00;3.00;-;13.00;46 %;10.00;40 %;3.00;67 %;3.00;67 %;2.00;100 %;1.00;100 %;2.00;50 %;6.00;7.00;1;1.00;1.00;-;77.00;58.00;75 %;0 %;1.00;-;-;0.09;0.05;-;0.00;0.86;1.13;-0.27;0.04;0.04;39.00;-;-;5.00;-;-;3.00;3.00;6.00;4.00;2.00;2.00;2.00;1.00;1.00;10
Клаудиньо;Зенит;258;81;АП ЛЦ;-;-;1.00;-;0 %;1.00;1.00;4.00;-;-;-;-;-;4.00;1.00;0.17;73.00;89 %;3.00;67 %;3.00;33 %;15.00;87 %;1.00;100 %;-;-;8.00;75 %;11.00;64 %;7.00;1.00;2.00;2.00;1.00;5.00;15.00;47 %;7.00;29 %;8.00;63 %;2.00;50 %;6.00;50 %;3.00;33 %;2.00;0 %;-;7.00;1;1.00;1.00;-;106.00;85.00;80 %;25 %;2.00;1.00;-;0.75;0.04;-;0.00;2.48;0.97;1.51;-;-;65.00;2.00;1.00;13.00;1.00;-;6.00;7.00;7.00;2.00;5.00;1.00;3.00;1.00;-;10
Илья Самошников;Локомотив Москва;226;81;АП П;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;2.00;-;0.21;33.00;82 %;1.00;0 %;1.00;0 %;7.00;71 %;-;-;-;-;3.00;67 %;4.00;50 %;4.00;1.00;-;2.00;1.00;2.00;10.00;80 %;7.00;71 %;3.00;100 %;4.00;100 %;-;-;-;-;3.00;100 %;3.00;2.00;1;1.00;1.00;-;52.00;42.00;81 %;0 %;2.00;-;-;0.10;0.10;-;0.00;1.3;0.87;0.16;-;-;27.00;-;-;5.00;-;-;2.00;2.00;8.00;5.00;3.00;4.00;-;-;3.00;10
Андрей Егорычев;Урал Екатеринбург;246;80;АП Ц;1.00;1.00;1.00;1.00;100 %;1.00;3.00;1.00;-;-;-;1.00;-;2.00;1.00;0.55;21.00;81 %;1.00;100 %;1.00;0 %;3.00;33 %;-;-;-;-;3.00;67 %;-;-;3.00;-;1.00;4.00;2.00;-;20.00;50 %;8.00;38 %;12.00;58 %;8.00;50 %;2.00;50 %;-;-;5.00;40 %;3.00;4.00;1;1.00;-;-;51.00;35.00;69 %;50 %;-;1.00;-;0.32;0.28;0.55;1.82;2.10;1.45;0.65;-;-;17.00;1.00;-;1.00;-;-;2.00;-;10.00;3.00;7.00;4.00;1.00;-;2.00;10
Кади Иури Борхес Малиновский;ФК Краснодар;208;80;АП П;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.01;14.00;64 %;-;-;-;-;4.00;50 %;2.00;50 %;1.00;0 %;2.00;0 %;1.00;0 %;5.00;1.00;2.00;1.00;1.00;-;9.00;33 %;5.00;40 %;4.00;25 %;2.00;0 %;1.00;100 %;-;-;3.00;33 %;4.00;-;1;1.00;1.00;-;30.00;16.00;53 %;0 %;-;1.00;-;-;0.01;-;0.00;1.31;0.63;0.68;-;-;9.00;-;-;2.00;1.00;-;-;-;3.00;2.00;1.00;-;1.00;-;1.00;10
Владислав Карапузов;Пари Нижний Новгород;190;80;ЗП П;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;38.00;82 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;0 %;1.00;100 %;5.00;2.00;-;4.00;1.00;4.00;14.00;29 %;10.00;40 %;4.00;0 %;3.00;0 %;-;-;-;-;4.00;50 %;2.00;4.00;1;1.00;1.00;-;62.00;45.00;73 %;-;-;-;-;0.51;-;-;-;0.83;1.3;-0.20;-;-;31.00;-;-;2.00;-;-;-;1.00;4.00;4.00;-;-;-;-;2.00;10
Никита Кривцов;ФК Краснодар;200;80;П ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;2.00;-;0.12;28.00;64 %;2.00;0 %;-;-;8.00;50 %;3.00;67 %;-;-;4.00;75 %;2.00;0 %;11.00;2.00;2.00;2.00;-;-;14.00;21 %;7.00;29 %;7.00;14 %;5.00;20 %;1.00;0 %;-;-;5.00;40 %;1.00;3.00;1;1.00;1.00;-;50.00;25.00;50 %;0 %;1.00;-;1.00;0.01;0.06;-;0.00;1.31;0.63;0.68;0.02;0.02;18.00;-;-;4.00;2.00;-;3.00;-;3.00;2.00;1.00;1.00;-;-;2.00;10
Матео Марьянов Стаматов;Пари Нижний Новгород;217;79;ЗП Л;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;-;0.05;22.00;77 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;2.00;50 %;1.00;0 %;8.00;2.00;2.00;2.00;-;-;11.00;45 %;3.00;33 %;8.00;50 %;2.00;0 %;4.00;50 %;1.00;0 %;3.00;33 %;3.00;5.00;1;1.00;1.00;-;44.00;30.00;68 %;0 %;1.00;-;-;-;0.05;-;0.00;0.83;1.3;-0.20;-;-;17.00;-;-;-;-;-;1.00;-;5.00;1.00;4.00;-;2.00;-;1.00;10
Хызыр Аппаев;Факел Воронеж;202;78;Ф ЛЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;1.00;2.00;1.00;0.35;20.00;65 %;-;-;2.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;9.00;-;-;1.00;1.00;3.00;18.00;17 %;2.00;0 %;16.00;19 %;10.00;20 %;1.00;0 %;1.00;0 %;-;-;2.00;-;1;1.00;1.00;-;45.00;22.00;49 %;50 %;1.00;-;-;0.19;0.17;-;0.00;1.44;0.57;0.87;-;-;13.00;-;-;-;-;-;-;-;3.00;-;3.00;2.00;-;-;-;10
Юрий Горшков;Крылья Советов;292;78;ЗЛ;2.00;-;2.00;2.00;100 %;1.00;-;1.00;-;-;-;-;-;3.00;2.00;0.27;15.00;93 %;-;-;1.00;100 %;2.00;50 %;1.00;100 %;1.00;100 %;2.00;50 %;1.00;100 %;1.00;-;-;3.00;1.00;-;12.00;75 %;8.00;63 %;4.00;100 %;4.00;50 %;1.00;100 %;-;-;1.00;100 %;4.00;2.00;1;1.00;1.00;-;37.00;32.00;86 %;67 %;-;1.00;-;0.23;0.09;0.14;7.41;0.93;0.86;0.07;0.05;0.05;14.00;-;1.00;1.00;1.00;1.00;1.00;1.00;9.00;5.00;4.00;2.00;1.00;-;1.00;10
Евгений Марков;Факел Воронеж;250;78;Ф ПЦ;1.00;-;3.00;1.00;33 %;-;2.00;4.00;-;-;-;-;-;2.00;1.00;0.98;27.00;78 %;-;-;-;-;4.00;75 %;1.00;100 %;-;-;2.00;100 %;1.00;100 %;3.00;1.00;-;4.00;-;2.00;21.00;57 %;4.00;75 %;17.00;53 %;10.00;50 %;3.00;67 %;-;-;1.00;100 %;2.00;1.00;1;1.00;1.00;-;55.00;39.00;71 %;50 %;1.00;-;-;0.18;0.49;0.98;1.2;1.44;0.57;0.87;-;-;21.00;-;-;3.00;1.00;-;2.00;1.00;12.00;3.00;9.00;5.00;2.00;-;1.00;10
Никита Салтыков;Крылья Советов;220;78;П Л;-;1.00;-;-;-;1.00;1.00;2.00;-;-;-;-;-;-;-;-;11.00;73 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;2.00;50 %;7.00;1.00;-;1.00;1.00;3.00;18.00;22 %;7.00;0 %;11.00;36 %;1.00;0 %;2.00;0 %;1.00;0 %;3.00;0 %;-;3.00;1;1.00;1.00;-;35.00;18.00;51 %;-;-;-;-;0.41;-;-;-;0.93;0.86;0.07;-;-;8.00;1.00;-;-;-;-;-;1.00;4.00;-;4.00;-;-;-;-;10
Владимир Ильин;ФК Ахмат;179;77;Ф Ц;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;1.00;1.00;0.06;12.00;75 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;6.00;2.00;2.00;2.00;1.00;-;15.00;40 %;5.00;40 %;10.00;40 %;7.00;14 %;-;-;-;-;3.00;67 %;-;2.00;1;1.00;1.00;-;32.00;18.00;56 %;100 %;-;-;-;-;0.06;-;0.00;0.74;1.23;-0.49;0.12;0.12;9.00;-;-;1.00;-;-;-;-;6.00;2.00;4.00;1.00;-;-;2.00;10
Даниел Мишкич;Урал Екатеринбург;196;77;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37.00;89 %;-;-;-;-;4.00;50 %;2.00;100 %;-;-;5.00;60 %;6.00;100 %;3.00;1.00;-;1.00;-;-;10.00;40 %;8.00;25 %;2.00;100 %;3.00;33 %;1.00;100 %;-;-;2.00;0 %;2.00;2.00;1;1.00;1.00;-;51.00;41.00;80 %;-;-;-;-;0.64;-;-;-;1.80;1.40;0.40;-;-;33.00;-;-;2.00;2.00;-;3.00;6.00;4.00;2.00;2.00;1.00;1.00;-;-;10
Гилерме Счеттине;Урал Екатеринбург;236;77;Ф ЛЦ;1.00;-;2.00;1.00;50 %;-;2.00;1.00;-;-;-;-;2.00;4.00;1.00;0.74;10.00;70 %;-;-;2.00;50 %;1.00;0 %;-;-;-;-;1.00;0 %;2.00;50 %;12.00;2.00;-;-;-;1.00;23.00;39 %;2.00;0 %;21.00;43 %;8.00;25 %;6.00;67 %;2.00;100 %;1.00;0 %;1.00;4.00;1;1.00;1.00;-;43.00;23.00;53 %;25 %;1.00;2.00;-;0.07;0.18;0.74;1.35;1.80;1.40;0.40;-;-;7.00;-;1.00;-;-;-;-;1.00;9.00;-;9.00;2.00;4.00;2.00;-;10
Роберто Карлос Фернандес Торо;Балтика;219;76;ЗП Л;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;44.00;80 %;-;-;-;-;11.00;45 %;2.00;50 %;-;-;4.00;50 %;1.00;100 %;5.00;1.00;-;3.00;1.00;3.00;15.00;53 %;9.00;44 %;6.00;67 %;5.00;40 %;4.00;75 %;2.00;100 %;4.00;50 %;6.00;7.00;1;1.00;1.00;-;75.00;59.00;79 %;-;-;-;-;-;-;-;-;0.31;0.98;-0.67;-;-;35.00;-;-;5.00;1.00;-;2.00;1.00;8.00;4.00;4.00;2.00;3.00;2.00;2.00;10
Гедеон Гузина;Балтика;174;76;Ф ЛЦ;-;-;-;-;-;-;3.00;2.00;-;-;-;-;2.00;-;-;-;11.00;55 %;-;-;-;-;2.00;50 %;-;-;-;-;1.00;0 %;1.00;100 %;14.00;3.00;4.00;1.00;-;1.00;24.00;29 %;3.00;0 %;21.00;33 %;13.00;38 %;1.00;100 %;1.00;100 %;2.00;0 %;1.00;3.00;1;1.00;1.00;-;44.00;18.00;41 %;-;-;-;-;0.04;-;-;-;0.31;0.98;-0.67;-;-;6.00;-;-;1.00;-;-;-;1.00;7.00;-;7.00;5.00;1.00;1.00;-;10
Константин Тюкавин;Динамо Москва;188;76;Ф Ц;-;-;1.00;-;0 %;1.00;3.00;1.00;-;-;-;-;-;1.00;1.00;0.15;11.00;73 %;-;-;-;-;2.00;100 %;-;-;-;-;2.00;100 %;-;-;9.00;1.00;-;2.00;2.00;-;16.00;31 %;4.00;50 %;12.00;25 %;2.00;50 %;1.00;100 %;1.00;100 %;-;-;1.00;2.00;1;1.00;1.00;-;31.00;17.00;55 %;100 %;-;-;-;-;0.15;-;0.00;1.23;0.74;0.49;-;-;8.00;-;-;2.00;-;-;2.00;-;5.00;2.00;3.00;1.00;1.00;1.00;-;10
Кирилл Заика;Сочи;243;75;ЗП П;-;-;-;-;-;2.00;2.00;2.00;-;-;-;-;-;-;-;-;25.00;88 %;2.00;100 %;1.00;0 %;4.00;75 %;-;-;-;-;2.00;50 %;2.00;100 %;2.00;-;-;1.00;-;1.00;14.00;50 %;3.00;67 %;11.00;45 %;5.00;20 %;2.00;100 %;1.00;100 %;-;-;2.00;2.00;1;1.00;1.00;-;44.00;34.00;77 %;-;-;-;-;-;-;-;-;0.57;1.37;-0.80;-;-;22.00;2.00;-;3.00;-;-;1.00;2.00;7.00;2.00;5.00;1.00;2.00;1.00;-;10
Валентин Вада;Рубин Казань;208;72;АП ПЦ;-;-;1.00;-;0 %;-;2.00;-;-;-;-;-;-;2.00;1.00;0.22;21.00;86 %;-;-;1.00;100 %;5.00;80 %;-;-;-;-;3.00;67 %;1.00;100 %;4.00;-;-;1.00;1.00;-;11.00;45 %;4.00;50 %;7.00;43 %;2.00;50 %;4.00;25 %;4.00;25 %;3.00;67 %;-;2.00;1;1.00;1.00;-;36.00;26.00;72 %;50 %;-;-;1.00;0.14;0.11;-;0.00;0.59;1.31;-0.72;-;-;18.00;-;1.00;4.00;-;-;2.00;1.00;5.00;2.00;3.00;1.00;1.00;1.00;2.00;10
Ильнур Альшин;Факел Воронеж;230;71;П П;-;-;1.00;-;0 %;1.00;2.00;2.00;-;1.00;-;-;-;3.00;-;0.21;28.00;64 %;1.00;0 %;2.00;50 %;3.00;33 %;2.00;50 %;-;-;2.00;0 %;13.00;46 %;7.00;1.00;-;3.00;2.00;3.00;10.00;50 %;5.00;60 %;5.00;40 %;2.00;50 %;1.00;100 %;-;-;4.00;50 %;1.00;10.00;1;1.00;1.00;-;56.00;38.00;68 %;0 %;2.00;-;1.00;0.30;0.07;-;0.00;1.37;0.57;0.80;-;-;18.00;-;1.00;1.00;1.00;-;-;6.00;5.00;3.00;2.00;1.00;1.00;-;2.00;10
